station_name_normalized,station_name,uic_code
villennes-sur-seine,Villennes-sur-Seine,87386649
villenouvelle,Villenouvelle,87618215
villeparisis - mitry-le-neuf,Villeparisis - Mitry-le-Neuf,87271510
villeperdue,Villeperdue,87575043
villepinte,Villepinte,87271452
villepreux - les clayes,Villepreux - Les Clayes,87393413
villereversure,Villereversure,87743328
villers-bretonneux,Villers-Bretonneux,87313437
villers-cotterets,Villers-Cotterêts,87271734
villers-saint-paul,Villers-Saint-Paul,87276378
villers-saint-sepulcre,Villers-Saint-Sépulcre,87313593
villers-sur-mer,Villers-sur-Mer,87444398
villetaneuse universite,Villetaneuse Université,87697318
villiers - neauphle - pontchartrain,Villiers - Neauphle - Pontchartrain,87393884
villiers montbarbin,Villiers Montbarbin,87116749
villiers-le-bel - gonesse - arnouville,Villiers-le-Bel - Gonesse - Arnouville,87276220
villiers-sur-marne - le plessis-trevise,Villiers-sur-Marne - Le Plessis-Trévise,87113795
vimy,Vimy,87342576
vinay,Vinay,87761726
vina,Vinça,87784611
vincelles,Vincelles,87683631
vincey,Vincey,87144063
vions - chanaz,Vions - Chanaz,87741108
vire,Vire,87448159
vireux-molhain,Vireux-Molhain,87172114
virieu sur bourbre,Virieu sur Bourbre,87747204
virieu-le-grand - belley,Virieu-le-Grand - Belley,87741504
viroflay rive droite,Viroflay Rive Droite,87382887
viroflay rive gauche,Viroflay Rive Gauche,87393215
viry-chatillon,Viry-Châtillon,87681312
viry-noureuil,Viry-Noureuil,87297051
vis a marles,Vis à Marles,87342535
vitre,Vitré,87471508
vitrolles aeroport marseille provence,Vitrolles Aéroport Marseille Provence,87439554
vitry-en-artois,Vitry-en-Artois,87342113
vitry-le-franois,Vitry-le-François,87174276
vitry-sur-seine,Vitry-sur-Seine,87545293
vittel,Vittel,87144279
viviers-du-lac,Viviers-du-Lac,87741140
viviez - decazeville,Viviez - Decazeville,87613661
vivoin - beaumont,Vivoin - Beaumont,87396077
vivonne,Vivonne,87575290
voiron,Voiron,87747287
voivres-les-le-mans,Voivres-lès-le-Mans,87396358
volvic,Volvic,87641423
vonnas,Vonnas,87725820
voreppe,Voreppe,87747337
vorey,Vorey,87734723
vosves,Vosves,87682500
vougeot - gilly-les-citeaux,Vougeot - Gilly-lès-Cîteaux,87713511
voujeaucourt,Voujeaucourt,87184531
voutre,Voutré,87478560
voves,Voves,87545707
vrigne-meuse,Vrigne-Meuse,87172221
vulaines-sur-seine - samoreau,Vulaines-sur-Seine - Samoreau,87682443
wacquemoulin,Wacquemoulin,87316208
walbach,Walbach,87182360
walbourg,Walbourg,87213405
walheim,Walheim,87181065
waligator parc,Waligator Parc,87191098
wallers,Wallers,87343301
wambaix,Wambaix,87345595
watten - eperlecques,Watten - Éperlecques,87281436
wattignies - templemars,Wattignies - Templemars,87286526
wavrin,Wavrin,87286419
wesserling,Wesserling,87182618
weyersheim,Weyersheim,87213678
wihr-au-val - soultzbach,Wihr-au-Val - Soultzbach,87182378
willer-sur-thur,Willer-sur-Thur,87182584
wilwisheim,Wilwisheim,87212175
wimille - wimereux,Wimille - Wimereux,87317123
wingen-sur-moder,Wingen-sur-Moder,87213744
wisches,Wisches,87214676
wissembourg,Wissembourg,87213470
woippy,Woippy,87192088
xertigny,Xertigny,87144121
ychoux,Ychoux,87582536
yerres,Yerres,87682112
yffiniac,Yffiniac,87473116
ygos-saint-saturnin,Ygos-Saint-Saturnin,87671487
ytrac,Ytrac,87645101
yvetot,Yvetot,87413385
zillisheim,Zillisheim,87182196
